sex,status,dept
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Male,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Female,Rejected,B
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Male,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Female,Admitted,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Male,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Female,Rejected,C
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Male,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Female,Admitted,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
Male,Rejected,D
