Survey,Q1,Q2,Hours,Grade,Credits
1359,2,2,2.5,3.3,3
1359,3,2,1,2.65,3
1359,2,3,4.5,2.65,3
1359,5,5,4.5,3.65,3
1359,5,4,8.5,2.65,3
1359,4,4,4.5,3.95,3
1359,3,2,2.5,2.65,3
1359,2,3,4.5,3.3,3
1359,4,5,4.5,3.95,3
1359,3,3,4.5,3,3
1359,4,4,4.5,3.95,3
1359,3,3,6.5,3,3
1359,2,3,2.5,3.3,3
1359,2,2,4.5,3.65,3
1359,4,3,8.5,3.3,3
1359,4,4,2.5,3.65,3
1359,3,2,1,2.65,3
1359,4,3,4.5,3,3
1400,4,3,4.5,3.95,3
1400,4,4,4.5,3.95,3
1400,4,4,4.5,3.95,3
1400,4,4,4.5,3.95,3
1400,4,3,4.5,3.65,3
1400,3,4,1,3,3
1400,4,4,4.5,3.95,3
1400,3,3,4.5,3.65,3
1400,4,4,4.5,3.65,3
1400,3,3,4.5,3.65,3
1400,4,4,4.5,3.95,3
1433,2,1,6.5,2.65,3
1433,4,4,6.5,3.65,3
1433,3,5,4.5,3,3
1433,3,3,8.5,2.3,3
1433,5,4,4.5,2,3
1433,4,3,4.5,3,3
1433,4,4,4.5,3.65,3
1433,3,3,10.5,2.65,3
1433,3,3,8.5,3,3
1433,4,3,6.5,NA,3
1433,4,3,6.5,3.95,3
1433,3,4,4.5,3.3,3
1433,4,4,4.5,2.65,3
1433,3,2,4.5,3.95,3
1433,2,2,4.5,3.65,3
1433,3,3,6.5,3,3
1433,4,4,4.5,3,3
1434,3,2,6.5,3.65,3
1434,4,4,4.5,2.65,3
1434,2,2,6.5,3.65,3
1434,3,2,4.5,3,3
1434,3,3,8.5,2.65,3
1434,3,3,8.5,2.3,3
1434,2,3,6.5,1.65,3
1434,2,2,2.5,1.65,3
1434,2,2,6.5,3.95,3
1434,3,3,8.5,2.65,3
1434,3,4,4.5,1.65,3
1434,3,3,2.5,1.65,3
1434,2,3,4.5,2,3
1434,1,2,4.5,3,3
1434,2,2,8.5,3.3,3
1434,3,3,4.5,1,3
1434,3,3,4.5,3,3
1434,2,2,2.5,2.65,3
1434,1,1,4.5,3.3,3
1435,2,2,6.5,1.65,3
1435,2,2,10.5,1.65,3
1435,3,2,NA,1.3,3
1435,3,3,8.5,3.3,3
1435,2,2,6.5,2,3
1435,3,3,8.5,3,3
1435,2,3,6.5,3.3,3
1435,4,4,8.5,1,3
1435,3,3,6.5,2.3,3
1435,2,2,4.5,2,3
1435,3,3,4.5,2,3
1435,3,3,6.5,3.3,3
1436,5,5,4.5,3.3,3
1436,4,3,6.5,3,3
1436,4,4,6.5,3.3,3
1436,4,4,4.5,3,3
1436,3,3,4.5,3.3,3
1436,2,2,1,2.65,3
1436,3,3,6.5,NA,3
1436,5,5,6.5,3,3
1436,2,3,2.5,3.3,3
1436,4,3,10.5,2.65,3
1436,3,3,6.5,2.65,3
1436,3,3,6.5,3,3
1436,4,4,4.5,3,3
1436,4,4,6.5,3.65,3
1436,1,1,6.5,3,3
1436,4,3,8.5,3.3,3
1436,5,5,6.5,3.3,3
1440,4,4,10.5,3.3,3
1440,5,4,6.5,3.65,3
1440,5,5,6.5,3.3,3
1440,4,4,10.5,3,3
1440,5,5,4.5,3,3
1440,5,4,6.5,3,3
1440,5,5,2.5,3.95,3
1441,5,5,22.5,3.3,3
1441,3,3,6.5,3.65,3
1441,5,5,22.5,3,3
1441,4,4,22.5,3,3
1441,4,4,22.5,3.95,3
1442,5,4,6.5,3.3,3
1442,5,5,6.5,3.95,3
1442,4,4,4.5,3.3,3
1442,5,5,8.5,3.65,3
1442,5,5,4.5,3.65,3
1442,5,5,8.5,3.95,3
1442,5,4,4.5,3.65,3
1442,5,5,6.5,3.65,3
1442,4,4,6.5,3.3,3
1442,5,4,4.5,3.65,3
1442,5,5,2.5,3.65,3
1442,4,5,8.5,3.65,3
1442,5,5,10.5,3.65,3
1442,5,5,6.5,3.65,3
1442,4,4,8.5,3,3
1442,4,4,4.5,3.95,3
1442,5,4,6.5,3.65,3
1442,5,5,4.5,3.65,3
1442,4,4,4.5,3.65,3
1442,5,4,6.5,3.95,3
1443,5,5,4.5,3.65,3
1443,4,4,8.5,3,3
1443,5,5,4.5,3.65,3
1443,4,4,6.5,3.65,3
1443,3,4,6.5,3.65,3
1443,5,5,4.5,3.95,3
1443,3,4,6.5,3,3
1443,5,5,2.5,3.3,3
1443,3,3,2.5,3,3
1443,4,4,8.5,3,3
1443,4,4,4.5,NA,3
1443,4,4,2.5,3,3
1443,4,4,4.5,3.3,3
1443,4,4,10.5,3,3
1443,4,5,6.5,3.95,3
1443,5,5,2.5,3.65,3
1443,5,5,8.5,3,3
1445,4,4,6.5,2.65,3
1445,4,4,NA,3.95,3
1445,3,3,4.5,3.3,3
1445,4,4,8.5,3,3
1445,4,4,4.5,3,3
1445,4,4,6.5,3,3
1445,5,5,6.5,3.65,3
1445,3,3,4.5,3,3
1445,4,4,6.5,3,3
1445,3,3,4.5,3,3
1445,4,4,8.5,3.65,3
1445,4,5,6.5,2.65,3
1445,3,3,4.5,2.65,3
1445,4,5,6.5,3.65,3
1445,4,5,4.5,3,3
1445,3,3,4.5,3,3
1446,4,5,6.5,2.65,3
1446,5,5,10.5,3.65,3
1446,3,4,10.5,1.65,3
1446,5,5,6.5,3.65,3
1446,5,5,6.5,3.65,3
1446,5,5,4.5,3.65,3
1446,4,5,2.5,2.65,3
1446,5,5,6.5,3,3
1446,5,5,6.5,3.3,3
1446,4,4,6.5,3.3,3
1446,5,5,10.5,3.3,3
1446,5,5,4.5,3.3,3
1446,5,5,6.5,3.65,3
1446,4,4,6.5,3.3,3
1446,5,4,4.5,2.3,3
1446,4,4,10.5,3,3
1446,5,4,6.5,3.65,3
1446,4,5,6.5,3.65,3
1446,5,5,4.5,3,3
1446,5,5,6.5,3.65,3
1446,5,4,4.5,3.95,3
1446,4,4,6.5,2.65,3
1446,5,5,6.5,3.65,3
1446,5,5,6.5,NA,3
1446,4,3,6.5,3,3
1446,4,3,10.5,2.3,3
1447,4,4,4.5,3.65,3
1447,3,3,2.5,2.65,3
1447,3,3,2.5,3.65,3
1447,3,2,4.5,3.65,3
1447,4,4,4.5,3.3,3
1447,3,4,2.5,3,3
1447,2,2,8.5,1,3
1447,4,4,4.5,2.3,3
1447,3,3,4.5,2.3,3
1447,2,3,6.5,2.65,3
1447,4,4,4.5,3.3,3
1447,5,5,6.5,3.65,3
1447,2,1,12.5,NA,3
1447,5,5,6.5,3.95,3
1447,5,5,4.5,3.65,3
1447,5,5,4.5,3.65,3
1448,4,4,8.5,3,3
1448,3,3,2.5,3,3
1448,4,4,18.5,3.95,3
1448,4,4,4.5,2.65,3
1448,4,4,4.5,3.3,3
1448,3,3,4.5,2.65,3
1448,3,3,6.5,3.65,3
1448,4,3,4.5,3,3
1448,3,4,8.5,3.3,3
1448,3,3,8.5,2,3
1448,4,3,8.5,3.65,3
1448,4,4,6.5,3,3
1448,5,4,10.5,3,3
1448,4,3,2.5,3.65,3
1448,3,4,6.5,2.65,3
1448,4,4,6.5,3,3
1448,4,4,6.5,3,3
1448,3,3,10.5,NA,3
1448,4,4,6.5,3.3,3
1449,5,5,6.5,3.95,3
1449,5,5,8.5,3.95,3
1449,3,3,4.5,3.95,3
1449,5,4,6.5,3.65,3
1449,4,5,6.5,3.3,3
1449,4,4,2.5,2.65,3
1449,3,3,4.5,3,3
1449,4,4,4.5,3.3,3
1449,4,4,6.5,3.3,3
1449,3,3,6.5,3.3,3
1449,5,4,8.5,3.65,3
1449,4,4,8.5,3.3,3
1449,3,4,8.5,3.3,3
1449,4,4,6.5,3.95,3
1449,1,3,6.5,2.65,3
1449,3,3,6.5,3,3
1449,4,5,2.5,0.75,3
1449,4,4,6.5,3.95,3
1449,4,4,6.5,2.65,3
1449,4,4,6.5,3.3,3
1449,4,4,6.5,3.65,3
1450,2,3,4.5,3,3
1450,3,3,4.5,3,3
1450,3,4,6.5,3.3,3
1450,4,3,8.5,3.65,3
1450,3,2,6.5,3.65,3
1450,4,4,4.5,3.3,3
1450,2,2,6.5,3.65,3
1450,4,3,4.5,3.3,3
1450,4,4,2.5,2,3
1450,3,4,4.5,3.95,3
1450,2,2,8.5,3.3,3
1450,4,3,4.5,3,3
1450,3,5,4.5,3,3
1450,2,3,4.5,2,3
1451,4,4,4.5,3.3,3
1451,4,5,4.5,3.65,3
1451,4,3,2.5,3.65,3
1451,3,3,6.5,3,3
1451,5,5,4.5,3,3
1451,4,5,8.5,3.3,3
1451,4,4,4.5,3.65,3
1451,3,3,2.5,3,3
1451,3,3,4.5,3,3
1451,2,3,1,3.3,3
1451,5,4,6.5,3.95,3
1451,4,4,6.5,3,3
1451,4,3,6.5,3.3,3
1451,4,4,6.5,3,3
1451,4,4,4.5,3,3
1451,4,4,NA,3.65,3
1451,3,4,6.5,2,3
1451,4,4,4.5,3,3
1451,5,5,2.5,3.3,3
1451,3,3,4.5,2.3,3
1451,3,4,4.5,3.95,3
1451,5,5,4.5,3.3,3
1451,4,4,2.5,3,3
1451,3,3,6.5,3.3,3
1452,5,4,10.5,3.3,3
1452,5,5,6.5,3.3,3
1452,3,4,10.5,2.65,3
1452,3,4,8.5,3.3,3
1452,3,4,10.5,3.3,3
1452,4,3,6.5,3.65,3
1452,5,5,6.5,3.95,3
1452,4,5,8.5,3,3
1452,3,4,10.5,3,3
1452,5,5,4.5,3.95,3
1452,3,3,4.5,3,3
1452,5,5,6.5,3.3,3
1452,4,4,6.5,3,3
1452,3,3,6.5,2.65,3
1452,4,4,8.5,3.65,3
1452,4,4,10.5,3.95,3
1453,3,3,4.5,3.65,3
1453,3,3,6.5,3.95,3
1453,4,4,4.5,3.3,3
1453,3,3,4.5,1.3,3
1453,5,4,6.5,3.3,3
1453,4,4,8.5,2.65,3
1453,3,4,8.5,3.3,3
1453,3,3,4.5,3.3,3
1453,4,4,4.5,3,3
1453,4,3,10.5,3.3,3
1453,5,5,12.5,3.65,3
1453,3,3,6.5,3,3
1453,4,4,2.5,3.3,3
1453,4,4,4.5,3,3
1453,4,3,4.5,3.3,3
1453,3,4,2.5,2.3,3
1453,3,4,6.5,3.3,3
1453,4,3,6.5,3.65,3
1453,4,4,4.5,3,3
1453,4,4,6.5,3,3
1453,3,3,4.5,3,3
1453,4,4,4.5,2,3
1455,5,5,6.5,3,3
1455,5,5,4.5,3.65,3
1455,5,5,8.5,3.65,3
1455,4,4,6.5,3,3
1455,4,4,6.5,3,3
1455,4,4,4.5,2,3
1456,5,5,10.5,3,3
1456,4,4,8.5,3,3
1456,3,4,4.5,2.3,3
1456,5,5,8.5,3.3,3
1456,4,4,4.5,3.3,3
1457,4,4,8.5,3.3,3
1457,5,5,8.5,3.65,3
1457,3,3,12.5,NA,3
1457,5,4,8.5,3.3,3
1457,5,4,4.5,3.65,3
1457,4,5,10.5,NA,3
1457,5,5,8.5,3.65,3
1457,4,4,8.5,3.3,3
1457,3,3,8.5,1.65,3
1457,5,5,10.5,3.95,3
1457,3,4,6.5,3.3,3
1457,4,4,8.5,3.65,3
1475,4,4,8.5,3,3
1475,4,3,8.5,3.65,3
1475,4,4,4.5,3,3
1475,5,5,4.5,3.65,3
1475,5,5,4.5,3,3
1475,5,4,8.5,3,3
1475,4,4,10.5,3,3
1475,5,5,6.5,3.95,3
1475,4,5,8.5,3,3
1475,4,4,4.5,3.3,3
1475,2,3,NA,13,3
1475,4,5,4.5,3.3,3
1475,4,5,4.5,3.65,3
1475,4,5,4.5,3.65,3
1475,4,4,6.5,2,3
1475,5,5,6.5,3.65,3
1475,4,4,6.5,3,3
1475,4,4,10.5,3.3,3
1475,4,4,8.5,3.95,3
1475,3,3,8.5,3,3
1475,3,3,2.5,3.3,3
1476,4,5,6.5,3.65,3
1476,4,4,4.5,2.3,3
1476,5,5,8.5,3.95,3
1476,4,3,6.5,3.95,3
1476,3,4,6.5,3.3,3
1476,4,4,4.5,3.65,3
1476,4,4,4.5,3.3,3
1476,3,3,NA,3,3
1476,4,4,8.5,3.3,3
1476,4,4,8.5,3,3
1476,4,3,10.5,3.65,3
1476,4,4,12.5,1.65,3
1476,4,3,4.5,3.65,3
1476,5,5,4.5,3.65,3
1476,3,3,10.5,3.3,3
1476,5,5,10.5,2.65,3
1476,5,4,4.5,3.65,3
1476,4,5,10.5,2.3,3
1476,4,4,6.5,3.65,3
1513,4,5,2.5,3,3
1513,4,5,4.5,2.65,3
1513,2,3,4.5,2.65,3
1513,1,2,6.5,2.65,3
1513,3,2,4.5,3,3
1513,3,5,NA,3,3
1513,5,4,4.5,3,3
1513,4,3,8.5,3,3
1513,2,2,4.5,2.3,3
1513,3,3,4.5,3,3
1513,4,4,4.5,3.3,3
1513,2,3,4.5,3.3,3
1513,2,2,4.5,3.65,3
1513,4,3,2.5,3,3
1513,4,4,8.5,3,3
1514,2,2,2.5,3.95,3
1514,4,4,6.5,2.65,3
1514,2,2,6.5,2,3
1514,3,3,6.5,3,3
1514,5,4,8.5,3.65,3
1514,4,4,8.5,3.65,3
1514,4,4,8.5,3.65,3
1514,3,3,4.5,3.95,3
1514,5,5,8.5,2.65,3
1514,5,5,8.5,2,3
1514,2,3,4.5,3.95,3
1514,4,4,8.5,3.3,3
1514,3,3,4.5,3.65,3
1514,5,5,6.5,3.95,3
1514,5,5,4.5,3.65,3
1514,3,4,6.5,2.65,3
1514,4,5,6.5,3.65,3
1514,4,3,4.5,3.65,3
1514,4,3,6.5,3,3
1514,4,4,4.5,3.95,3
1514,5,5,6.5,1.65,3
1514,3,4,6.5,3.65,3
1514,2,2,4.5,3.3,3
1554,4,5,8.5,3.95,3
1554,4,4,4.5,3.65,3
1554,4,4,8.5,2.65,3
1554,3,4,4.5,3.65,3
1554,4,4,6.5,3,3
1554,4,4,4.5,3.65,3
1554,4,4,4.5,2.65,3
1554,5,5,6.5,3.95,3
1554,4,4,4.5,3,3
1554,5,5,8.5,3,3
1555,5,5,8.5,3.95,3
1555,4,4,6.5,3,3
1555,5,4,8.5,3.95,3
1555,5,5,8.5,3.95,3
1555,5,5,8.5,3.95,3
1555,5,5,8.5,3,3
1555,3,3,6.5,3,3
1555,5,5,8.5,3,3
1555,4,4,14.5,3.3,3
1555,5,5,16.5,3.65,3
1555,5,5,8.5,2.65,3
1557,3,4,6.5,3.65,3
1557,5,5,12.5,3.65,3
1557,4,4,8.5,2.65,3
1557,5,4,8.5,3.65,3
1557,4,4,2.5,3.65,3
1557,4,4,8.5,3,3
1557,5,5,18.5,3.65,3
1557,4,4,6.5,3,3
1557,5,5,16.5,3.3,3
1557,4,4,4.5,2.65,3
1557,4,4,8.5,2.65,3
1557,4,4,8.5,3.65,3
1557,4,3,6.5,2.3,3
1557,3,4,4.5,3.3,3
1557,4,4,4.5,3,3
1557,4,4,6.5,3.65,3
1557,4,4,1,3,3
1558,5,5,6.5,3.3,3
1558,4,3,8.5,2.65,3
1558,4,4,4.5,2.65,3
1558,5,5,8.5,3,3
1558,4,4,4.5,3.95,3
1558,4,4,6.5,NA,3
1558,2,3,4.5,3.95,3
1558,4,4,8.5,3.65,3
1558,3,4,2.5,3,3
1558,4,5,8.5,3.3,3
1559,3,3,10.5,NA,3
1559,4,4,6.5,3.65,3
1559,5,5,6.5,3.65,3
1559,4,4,6.5,3,3
1559,5,5,8.5,3.3,3
1559,2,2,4.5,3,3
1559,2,2,6.5,3.3,3
1559,3,3,8.5,3.3,3
1559,3,2,4.5,2.3,3
1559,2,2,4.5,3.3,3
1559,2,2,2.5,3.3,3
1559,4,4,12.5,3.95,3
1559,1,2,4.5,3.65,3
1559,4,4,6.5,3.65,3
1559,4,4,6.5,2.65,3
1559,3,2,4.5,3.65,3
1559,3,2,6.5,3.65,3
1559,2,3,10.5,3.3,3
1559,3,2,4.5,2.65,3
1559,3,3,4.5,3.65,3
1559,3,2,1,3.95,3
1559,3,2,2.5,3.3,3
1559,2,2,6.5,3.3,3
1559,3,3,6.5,3.65,3
1559,1,2,6.5,2.65,3
1559,4,3,6.5,3.3,3
1559,3,3,4.5,3.3,3
1559,2,2,8.5,3.65,3
1560,4,4,6.5,3.3,3
1560,3,3,2.5,3.65,3
1560,3,3,8.5,2.65,3
1560,4,4,2.5,3.3,3
1560,4,4,6.5,3.3,3
1560,5,4,8.5,3,3
1560,3,4,6.5,3.3,3
1560,4,4,4.5,3.95,3
1560,5,5,4.5,3.65,3
1560,3,3,6.5,3.65,3
1560,4,4,10.5,3.3,3
1560,2,2,6.5,3.65,3
1560,5,5,6.5,3,3
1560,4,4,6.5,3.3,3
1560,0,1,8.5,3.95,3
1560,1,1,2.5,3,3
1560,3,3,6.5,3.95,3
1560,3,4,1,3.3,3
1560,5,5,1,3.95,3
1560,3,3,4.5,3,3
1560,4,4,8.5,3.65,3
1561,4,4,4.5,3.65,3
1561,4,4,6.5,3.65,3
1561,2,2,1,3,3
1561,4,3,2.5,3.95,3
1561,3,3,1,3,3
1561,2,2,1,NA,3
1561,4,4,6.5,3.95,3
1561,1,2,6.5,3.3,3
1561,5,5,2.5,3.65,3
1561,3,3,6.5,2.3,3
1561,3,3,4.5,3.65,3
1561,4,4,4.5,3.65,3
1561,4,3,4.5,3.65,3
1561,4,4,4.5,3.65,3
1561,4,3,4.5,3,3
1561,4,4,2.5,3.3,3
1561,4,5,2.5,3.95,3
1561,4,4,6.5,3.65,3
1561,3,3,4.5,3.65,3
1561,5,4,4.5,3.65,3
1561,3,3,4.5,3.65,3
1561,5,4,4.5,3,3
1561,5,5,4.5,3.65,3
1562,3,3,6.5,3.3,3
1562,4,4,6.5,3.3,3
1562,5,5,6.5,3.3,3
1562,4,4,10.5,3.65,3
1562,4,4,10.5,3.3,3
1562,4,4,6.5,3.3,3
1562,3,3,6.5,3.3,3
1562,3,3,10.5,3.65,3
1562,3,4,4.5,3,3
1562,4,4,4.5,3.3,3
1562,2,3,10.5,3,3
1562,4,4,8.5,3.65,3
1562,3,4,6.5,2,3
1562,4,3,4.5,2.3,3
1562,5,5,10.5,3.65,3
1562,4,4,12.5,3.65,3
1562,4,4,4.5,3.3,3
1562,3,3,6.5,2.65,3
1562,3,3,4.5,3.3,3
1562,3,3,8.5,NA,3
1562,2,2,6.5,3.65,3
1562,4,4,8.5,3.65,3
1562,5,4,8.5,3.3,3
1562,5,4,2.5,3.65,3
1562,3,3,12.5,3.3,3
1562,3,3,4.5,3,3
1562,5,4,6.5,3.95,3
1563,2,3,18.5,3.65,3
1563,5,4,6.5,3,3
1563,3,2,14.5,3.65,3
1563,5,5,8.5,3,3
1563,5,5,8.5,2.65,3
1563,5,4,4.5,3.65,3
1563,5,5,8.5,3.3,3
1563,3,4,2.5,NA,3
1563,5,5,6.5,3.3,3
1563,5,5,6.5,3.3,3
1563,5,5,6.5,3.65,3
1563,3,2,6.5,3,3
1563,3,3,10.5,2.65,3
1563,4,4,4.5,3,3
1563,3,3,8.5,3,3
1563,3,3,6.5,3.3,3
1563,4,4,14.5,3.65,3
1563,4,4,4.5,3.95,3
1563,3,4,6.5,3.65,3
1563,4,4,6.5,3.3,3
1563,5,5,6.5,3.3,3
1563,5,5,6.5,3.65,3
1563,4,4,6.5,3.65,3
1563,3,3,4.5,3,3
1563,5,4,6.5,3,3
1564,4,4,10.5,3.3,3
1564,5,5,8.5,3.3,3
1564,3,3,8.5,2.3,3
1564,3,3,8.5,2.3,3
1564,5,5,12.5,3.3,3
1564,5,4,4.5,3,3
1564,3,3,4.5,3.65,3
1564,4,4,6.5,3.95,3
1564,4,4,4.5,3,3
1564,3,3,6.5,2.65,3
1564,5,4,6.5,3.3,3
1564,3,3,2.5,1.65,3
1564,4,4,4.5,3.65,3
1564,4,3,8.5,2.65,3
1564,4,5,8.5,3.95,3
1564,4,4,6.5,3.3,3
1564,5,5,8.5,2.65,3
1564,4,4,6.5,3,3
1564,3,3,6.5,3,3
1564,5,5,6.5,3.3,3
1564,4,3,10.5,3.3,3
1565,3,3,6.5,3.95,3
1565,3,3,6.5,3,3
1565,4,4,6.5,3.3,3
1565,5,5,8.5,3.3,3
1565,4,4,6.5,3.3,3
1565,4,4,4.5,3.65,3
1565,4,4,4.5,3,3
1565,3,3,6.5,3.3,3
1565,4,4,2.5,2,3
1565,5,5,8.5,2.65,3
1565,3,3,8.5,3,3
1565,4,4,6.5,3.3,3
1565,4,4,6.5,3.3,3
1565,5,5,4.5,3,3
1565,5,4,6.5,3,3
1565,5,5,6.5,3,3
1565,4,4,6.5,3.65,3
1565,4,3,6.5,3.65,3
1565,5,5,6.5,3.3,3
1565,4,4,10.5,3.65,3
1565,5,5,4.5,2,3
1565,5,4,6.5,3.65,3
1565,2,4,6.5,3.3,3
1565,4,4,6.5,3,3
1565,4,4,6.5,3,3
1565,3,4,4.5,3.3,3
1565,1,2,4.5,2.3,3
1565,3,3,4.5,2.3,3
1565,4,4,12.5,3,3
1566,5,4,1,1.65,3
1566,5,4,6.5,3.65,3
1566,4,3,2.5,3.3,3
1566,3,2,8.5,3,3
1566,4,3,4.5,3.65,3
1566,3,3,6.5,3.3,3
1566,5,5,4.5,3.95,3
1566,5,5,6.5,3.95,3
1566,5,4,4.5,3.65,3
1566,5,5,6.5,3.65,3
1566,4,4,6.5,NA,3
1566,4,5,4.5,3.95,3
1566,3,4,8.5,3.95,3
1566,5,5,4.5,3.65,3
1566,4,4,4.5,2.3,3
1566,5,5,4.5,3.65,3
1566,5,5,6.5,3,3
1566,5,4,1,3.95,3
1566,4,4,6.5,3.3,3
1566,3,3,10.5,3.65,3
1566,5,5,6.5,3.95,3
1566,3,3,6.5,3.3,3
1566,4,3,4.5,3.65,3
1566,4,4,2.5,2.3,3
1566,5,5,6.5,3.3,3
1566,3,4,6.5,3,3
1567,4,3,6.5,3.3,3
1567,4,4,4.5,3.3,3
1567,5,4,6.5,2.3,3
1567,5,4,4.5,3,3
1567,3,3,6.5,2.65,3
1567,5,5,4.5,3.65,3
1567,4,4,4.5,3.3,3
1567,4,5,8.5,2.65,3
1567,4,3,8.5,3,3
1567,4,4,6.5,3.3,3
1567,5,5,8.5,3.95,3
1567,5,5,6.5,3.65,3
1567,4,4,8.5,1.65,3
1567,3,3,6.5,1,3
1567,5,5,18.5,2,3
1567,5,5,8.5,3.65,3
1567,3,3,6.5,2,3
1567,4,4,4.5,2,3
1567,5,5,4.5,3.3,3
1567,4,3,6.5,3.95,3
1567,2,2,6.5,2.3,3
1567,3,3,6.5,3,3
1567,4,4,6.5,3,3
1567,4,5,10.5,3.3,3
1567,3,3,4.5,3.65,3
1567,4,4,6.5,3,3
1567,3,3,6.5,2.65,3
1568,4,4,4.5,3.65,3
1568,5,5,4.5,3,3
1568,3,3,4.5,3,3
1568,4,4,2.5,3.65,3
1568,5,4,4.5,3.65,3
1568,4,4,6.5,3.95,3
1568,5,5,4.5,3,3
1568,5,4,4.5,3.65,3
1568,3,3,6.5,3,3
1568,4,4,6.5,3.65,3
1568,5,5,4.5,3.3,3
1568,3,3,6.5,3,3
1568,4,4,4.5,3.65,3
1568,5,4,4.5,3.95,3
1568,5,5,4.5,3.95,3
1568,4,4,4.5,3,3
1568,3,3,4.5,3.95,3
1568,5,5,4.5,3.65,3
1568,4,5,4.5,2.65,3
1568,5,5,4.5,3.3,3
1568,3,3,6.5,2.65,3
1568,4,4,6.5,3.95,3
1568,3,3,4.5,3.65,3
1568,3,4,6.5,3,3
1568,3,3,6.5,3.3,3
1569,3,3,4.5,3.95,3
1569,4,3,4.5,3.65,3
1569,3,3,4.5,3.3,3
1569,4,4,2.5,3.65,3
1569,4,4,2.5,3.95,3
1569,4,4,4.5,3,3
1569,4,5,4.5,2.65,3
1569,3,3,4.5,3,3
1569,5,3,2.5,2,3
1569,4,3,4.5,3.95,3
1569,3,4,4.5,2,3
1569,4,3,6.5,3.3,3
1569,5,4,4.5,2.3,3
1569,4,5,8.5,3.65,3
1569,4,3,8.5,3.65,3
1569,4,4,4.5,3.95,3
1569,3,3,4.5,3.95,3
1569,4,4,NA,3.65,3
1569,4,4,4.5,NA,3
1569,3,4,4.5,3.65,3
1569,3,3,6.5,3.3,3
1569,4,4,4.5,3.95,3
1569,5,4,4.5,3.65,3
1569,4,4,4.5,3.65,3
1569,4,4,8.5,3,3
1569,3,3,2.5,3.95,3
1569,3,3,8.5,2,3
1569,1,2,2.5,3.65,3
1569,5,5,10.5,3.65,3
1569,3,3,4.5,3.95,3
1569,3,3,4.5,3.65,3
1570,3,4,4.5,2.3,3
1570,4,4,10.5,3.3,3
1570,5,5,6.5,3.65,3
1570,4,4,6.5,2,3
1570,3,4,6.5,3.3,3
1570,3,3,4.5,3.65,3
1570,4,3,4.5,3.65,3
1570,5,5,6.5,3,3
1570,4,4,6.5,3.65,3
1570,5,5,4.5,3.65,3
1570,5,4,8.5,3.65,3
1570,3,3,4.5,2.65,3
1570,4,4,4.5,2.65,3
1570,NA,NA,4.5,3,3
1570,3,3,8.5,3.3,3
1570,2,3,4.5,3,3
1570,5,5,4.5,1.3,3
1570,3,3,4.5,1.65,3
1570,4,4,6.5,3,3
1570,4,4,4.5,3.65,3
1570,1,2,2.5,3.95,3
1570,3,2,8.5,3.65,3
1570,5,4,8.5,3.95,3
1570,5,5,6.5,3.95,3
1570,5,5,4.5,3.95,3
1570,4,5,6.5,3.3,3
1571,4,4,6.5,2.65,3
1571,4,4,NA,2,3
1571,4,4,4.5,3,3
1571,3,3,4.5,2.65,3
1571,2,3,6.5,3.65,3
1571,3,3,14.5,3,3
1571,4,5,8.5,3.65,3
1571,3,4,6.5,1,3
1571,4,3,10.5,2.65,3
1571,5,4,4.5,3.95,3
1571,2,2,2.5,3.3,3
1571,5,5,8.5,3.65,3
1572,5,5,4.5,3.65,3
1572,5,5,8.5,3.65,3
1572,5,5,8.5,3,3
1572,5,5,8.5,3.65,3
1572,5,5,12.5,3.95,3
1572,4,4,6.5,3,3
1572,5,5,6.5,3.3,3
1572,4,5,6.5,3,3
1572,4,5,6.5,3.95,3
1573,4,4,10.5,3,3
1573,4,4,8.5,2.65,3
1573,5,5,4.5,3,3
1573,4,4,12.5,3.3,3
1573,5,5,12.5,3.3,3
1574,4,3,6.5,3.95,3
1574,4,4,6.5,2.65,3
1574,4,5,8.5,3.95,3
1575,5,5,6.5,3.65,3
1575,4,4,6.5,3.65,3
1575,4,5,2.5,3.3,3
1575,4,3,2.5,3.3,3
1575,5,4,8.5,3,3
1575,2,2,6.5,3.95,3
1575,4,4,6.5,2.3,3
1575,5,5,4.5,3.3,3
1575,3,3,2.5,3.3,3
1575,4,4,4.5,3,3
1575,4,4,4.5,3.65,3
1575,3,3,8.5,3,3
1575,3,2,6.5,2.65,3
1575,5,5,12.5,3.3,3
1575,3,2,6.5,3,3
1575,3,2,6.5,1.65,3
1575,4,4,6.5,3.95,3
1575,4,4,6.5,3.95,3
1575,3,3,4.5,3,3
1575,5,4,14.5,3.95,3
1575,5,5,6.5,3.3,3
1575,4,4,NA,3,3
1576,5,5,10.5,3.3,3
1576,4,4,8.5,3.65,3
1576,5,5,12.5,3.3,3
1576,5,5,8.5,3.65,3
1576,4,4,6.5,3,3
1576,4,5,4.5,3.65,3
1576,4,4,2.5,3.3,3
1576,5,5,6.5,3.3,3
1576,5,5,6.5,3.65,3
1576,4,5,NA,3.3,3
1576,5,4,8.5,3,3
1576,4,4,4.5,3.3,3
1576,4,4,4.5,3.65,3
1576,5,5,10.5,3.65,3
1576,5,5,8.5,2.65,3
1576,4,4,4.5,3.65,3
1576,5,5,4.5,3.65,3
1576,2,3,2.5,3.65,3
1576,5,5,2.5,3.65,3
1576,5,5,1,3.65,3
1576,3,4,4.5,2.65,3
1576,5,5,8.5,3,3
1576,5,5,2.5,3.3,3
1576,5,5,4.5,3.3,3
